Title|URL
Agile Management of Webex Calling - There's an API for that - BRKCOL-3015 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKCOL-3015.pdf
AI in Observability - BRKAPP-2686 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKAPP-2686.pdf
AI vs. Generative AI for Cybersecurity: the reality and the hype - BRKSEC-2294 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSEC-2294.pdf
All You Need To Know About App Hosting on Catalyst - BRKOPS-2490 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKOPS-2490.pdf
All You Need to Know about Forwarding on the Cisco Catalyst 8000 Platforms - BRKENT-2653 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKENT-2653.pdf
A Network Engineer's Blueprint for ACI Forwarding - BRKDCN-3900 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKDCN-3900.pdf
An Overview of Quantum Network Technologies  - BRKETI-1301 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKETI-1301.pdf
A Platform for Enabling a Marketplace of Applications on Cellular Networks - BRKSPM-2669 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSPM-2669.pdf
Application Security in the Cloud Native world - BRKSEC-1585 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSEC-1585.pdf
Applying UCS X-Series Advanced Power and Cooling Management to Your Sustainability Goals and Reporting - BRKDCN-2933 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKDCN-2933.pdf
 Architecting Enterprise Security in a Wi-Fi plus Private 5G World - BRKSEC-2085 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSEC-2085.pdf
Architecting Hybrid Multi-Cloud Infrastructures - BRKDCN-2916 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKDCN-2916.pdf
Architecting Layer 4–Layer 7 Network Services in a Multi-Tenant Data Center with VXLAN EVPN - BRKDCN-2974 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKDCN-2974.pdf
Architecting Next-Generation Wireless Network with Cisco Catalyst Wi-Fi 6E Access Points - BRKEWN-2024 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKEWN-2024.pdf
Architecting Private 5G for Resiliency, Security, and Enterprise Network Convergence - BRKSPM-2042 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSPM-2042.pdf
A song of ISE and Posture: Advanced deployment and troubleshooting - BRKSEC-3077 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSEC-3077.pdf
Assessing Software-Defined Access (SDA) for Industrial Automation: Best Practices for a Successful Deployment - BRKIOT-2299 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKIOT-2299.pdf
Authentication, Authorization and Provisioning for Cisco Collaboration  - BRKCOL-2007 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKCOL-2007.pdf
Automate the Deployment of a Wireless Network with the Help of Cisco Catalyst Center  - BRKOPS-2402 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKOPS-2402.pdf
Automate transport service provisioning, optimization and assurance with SDN Controller - BRKOPS-2870 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKOPS-2870.pdf
Automation and In-Depth Troubleshooting of Cisco Catalyst 8000, Cisco ASR 1000, and ISR and SD-WAN Edge - BRKTRS-3475 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKTRS-3475.pdf
Automation and Orchestration Strategies for the Cloud-First Enterprise - BRKCLD-1444 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKCLD-1444.pdf
Automation when the honeymoon is over: A troubleshooting guide to keep the magic alive! - BRKOPS-2867 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKOPS-2867.pdf
Beginner's Guide to Enterprise Network Monitoring with ThousandEyes - BRKENT-1656 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKENT-1656.pdf
Best Practice for Prime to Cisco Catalyst Center migration  - BRKOPS-2540 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKOPS-2540.pdf
Best Practice of Virtual Port Channel in VXLAN - BRKDCN-2912 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKDCN-2912.pdf
Best Practices for a Successful Migration from Jabber to the Webex App - BRKCOL-2062 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKCOL-2062.pdf
Beyond Red and Blue: Exploring the World of Purple Teaming - BRKSEC-2886 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSEC-2886.pdf
BGP EVPN in Enterprise Campus with Cisco Catalyst 9000 Switches - BRKENS-2092 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKENS-2092.pdf
Blueprint for the journey towards Cisco FSO - BRKAPP-2489 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKAPP-2489.pdf
Bringing Network Assurance to API Monitoring - BRKAPP-2687 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKAPP-2687.pdf
Building and Maintaining Trust in Service Provider Networks - BRKSPG-2868 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSPG-2868.pdf
Building Transport-Grade Packet-Based Networks with Routed Optical Networking - BRKOPT-2016 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKOPT-2016.pdf
Building Zero-Trust Campus Networks with BGP EVPN on Cisco Catalyst 9000 Switches - BRKENS-2830 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKENS-2830.pdf
Business Risk Observability for traditional and modern applications - BRKAPP-2005 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKAPP-2005.pdf
Calling Interoperability with Microsoft Teams - BRKCOL-2067 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKCOL-2067.pdf
Can We Develop Faster with ChatGPT, CoPilot, and Co? - BRKETI-2397 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKETI-2397.pdf
Catalyst 9000 Series Switching Family—Access - BRKARC-2098 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKARC-2098.pdf
Catalyst 9000 SiliconOne and IOS XE Architecture and Innovation - BRKARC-2092 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKARC-2092.pdf
Catalyst 9000 Switching Family Core and Distribution - BRKARC-2099 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKARC-2099.pdf
Catalyst-Powered Smart Buildings—Beyond PoE Connectivity - BRKENS-2091 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKENS-2091.pdf
Catalytic Converter Theft - Or what happens when you focus on just the #1 Threat - BRKSEC-2514 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSEC-2514.pdf
Cisco 8000 Technical Update: Powered by Silicon One and IOS XR  - BRKSPG-2944 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSPG-2944.pdf
Cisco ACI Multi-Pod Design and Deployment - BRKDCN-2949 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKDCN-2949.pdf
Cisco ACI: The Foundation of an Internal Private Cloud - BRKDCN-2984 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKDCN-2984.pdf
Cisco AIOps – Design, Deployment and Cisco on Cisco story - BRKAPP-2675 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKAPP-2675.pdf
Cisco AppDynamics and SAP Best Practices - BRKAPP-2075 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKAPP-2075.pdf
Cisco Catalyst 8500 Series Edge Platform Deep Dive - BRKARC-2885 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKARC-2885.pdf
Cisco Catalyst 9000 Lifecycle Security: Safeguarding Your Network - BRKENS-2163 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKENS-2163.pdf
Cisco Catalyst 9800 Configuration Best Practices - BRKEWN-2339 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKEWN-2339.pdf
Cisco Catalyst Wireless Supercharged by Cisco Catalyst Center (Formerly Cisco DNA Center): The Ultimate Guide to Bring Your Wireless Operation to the Next Level - BRKEWN-2667 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKEWN-2667.pdf
Cisco HCI Solution 101 in 60 Minutes - BRKDCN-1669 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKDCN-1669.pdf
Cisco Intent-Based Cross and Multidomain Integrations for SDA and SD-WAN - BRKXAR-2001 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKXAR-2001.pdf
Cisco IP Phones, headsets, and webcams: The product updates that we all need to know - BRKCOL-2068 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKCOL-2068.pdf
Cisco ISE Performance, Scalability and Best Practices - BRKSEC-2234 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSEC-2234.pdf
CiscoLive:  Brought To You By Cisco NSO and Cisco Modeling Labs - BRKOPS-2040 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKOPS-2040.pdf
Cisco Meraki: Enabling Infrastructure as Code - BRKMER-2663 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKMER-2663.pdf
Cisco Nexus 9000 Architecture - BRKDCN-3939 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKDCN-3939.pdf
Cisco SD-Access and Multi-Domain Segmentation - BRKENS-2819 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKENS-2819.pdf
Cisco SD-Access Best Practices—Design and Deployment - BRKENS-2502 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKENS-2502.pdf
Cisco SD-Access for Manufacturing Verticals - BRKENS-2821 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKENS-2821.pdf
Cisco SD-Access for the Sustainable Enterprise - BRKENS-2818 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKENS-2818.pdf
Cisco SD-Access Migration Tools and Strategies - BRKENS-2827 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKENS-2827.pdf
Cisco SD-Access Solution Fundamentals - BRKENS-2810 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKENS-2810.pdf
Cisco SD-Access Transit: Advanced Design Principles - BRKENS-2816 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKENS-2816.pdf
Cisco SD-WAN for Modern Workloads - BRKCLD-1245 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKCLD-1245.pdf
Cisco SD-WAN: Hidden Complexity Revealed—How Cisco TAC Addresses Really Tricky Problems - BRKTRS-3050 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKTRS-3050.pdf
Cisco SD-WAN: Start Here - BRKENT-2108 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKENT-2108.pdf
Cisco Secure Access – Cisco´s latest SSE innovation - BRKSEC-1586 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSEC-1586.pdf
Cisco Secure Access: stepping behind the curtain - BRKSEC-2438 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSEC-2438.pdf
Cisco+ Secure Connect - Connect and Secure with Meraki  - BRKMER-1003 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKMER-1003.pdf
Cisco Secure Edge Protection—Protecting the 5G Edge against DDoS Attacks - BRKSPG-2401 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSPG-2401.pdf
Cisco Spaces: How to Turn Your Wi-Fi Network into Location-Based Intelligence - BRKEWN-2042 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKEWN-2042.pdf
Cisco's Unified Agent: Cisco Secure Client. Bringing AMP, AnyConnect, Orbital & Umbrella together - BRKSEC-2834 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSEC-2834.pdf
Cisco UCS 5th Generation Virtual Interface Card (VIC)—Unveiling the Latest Cutting-Edge Feature Set and Performance Advancements - BRKDCN-2669 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKDCN-2669.pdf
Cisco Validated Blueprint Architecture for Building 5G Networks across DC and Transport - BRKSP-2189 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSP-2189.pdf
Cisco Video Devices for Microsoft Teams: Zero to fully deployed in 60 minutes (Live demo!)  - BRKCOL-2185 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKCOL-2185.pdf
Cisco Video Endpoints Update - BRKCOL-2390 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKCOL-2390.pdf
Cisco Wireless AIOps - BRKEWN-2029 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKEWN-2029.pdf
Cisco XDR - Making sense of the Solution and how it's a Security Productivity Tool - BRKSEC-2113 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSEC-2113.pdf
Cloud-Ready Converged SDN Transport - BRKSPG-2315 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSPG-2315.pdf
Collaboration AI: From Supervised to Generative - BRKCOL-1661 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKCOL-1661.pdf
Connected Factory Architecture  - BRKIOT-2720 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKIOT-2720.pdf
Connecting and Securing Renewable Energy - Enabling Green Technologies with Cisco IoT - BRKIOT-1203 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKIOT-1203.pdf
Connecting Cisco SD-Access to the World: Use Cases and Segmentation - BRKENS-2811 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKENS-2811.pdf
Connecting moving assets with Cisco IoT Solutions  - BRKIOT-1126 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKIOT-1126.pdf
Considerations on Data Center Sustainability - BRKDCN-2625 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKDCN-2625.pdf
Converging 5G Transport and Telco Data Center Architectures - BRKSP-2170 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSP-2170.pdf
Crafting a Business-Relevant Mindset: Connecting Your Work to Business Value - BRKARC-2036 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKARC-2036.pdf
Creative and unusual use case ideas for industrial networking devices. - BRKIOT-2808 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKIOT-2808.pdf
CUBE v14 Updates - BRKCOL-2314 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKCOL-2314.pdf
Customer Case Studies: Lessons Learned from Cisco’s SD-WAN Design Council - BRKENT-2660 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKENT-2660.pdf
Custom Workflows for the Cisco Catalyst Center Integration with ServiceNow - BRKOPS-2471 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKOPS-2471.pdf
Cybersecurity Awareness for Our Critical Infrastructure Water Customers - BRKIOT-2368 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKIOT-2368.pdf
Data Center Network Design for Media and Entertainment Industry - BRKDCN-2924 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKDCN-2924.pdf
Datacenter Operations Maintenance and Migration Best Practices - BRKDCN-2958 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKDCN-2958.pdf
Defense in Depth Security for Multicloud Data Centers - BRKDCN-3930 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKDCN-3930.pdf
Demystifying IP Multicast in SD-Access - BRKENS-2820 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKENS-2820.pdf
Demystify NCS5500/NCS5700 Resources for Effective Network Design and Operations - BRKSPG-2397 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSPG-2397.pdf
Deploy Cisco Catalyst Wireless as an Infrastructure as a Service (IaaS) with AWS - BRKEWN-1104 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKEWN-1104.pdf
Deploying IPv6 Routing Protocols: Specifics and Considerations - BRKIPV-2418 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKIPV-2418.pdf
Deploying Nexus Dashboard in Your Organization - BRKDCN-3914 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKDCN-3914.pdf
Deploying the Webex App to your Organization - BRKCOL-2198 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKCOL-2198.pdf
Deploy Visibility in Your SASE Architecture With ThousandEyes - BRKOPS-2857 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKOPS-2857.pdf
Design and Deploy Layer 4-Layer 7 Network Services in a Multi-tenant Data Center using NX-OS and NDFC - BRKDCN-2937 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKDCN-2937.pdf
Design, Automate, and Manage VXLAN BGP EVPN Multi-Site with NDFC - BRKDCN-2988 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKDCN-2988.pdf
Design, Deploy and Manage Transport Slices using SDN Controller and Assurance  - BRKSPG-2263 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSPG-2263.pdf
Design, Deploy and Troubleshoot Network Detection and Response - BRKSEC-2248 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSEC-2248.pdf
Designing Highly Available Networks Using Cisco Catalyst 9000 Switches - BRKENS-2095 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKENS-2095.pdf
Designing regular and irregular meeting rooms - BRKCOL-1176 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKCOL-1176.pdf
Designing Routed Optical Networks: IP/MPLS Considerations - BRKSPG-2029 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSPG-2029.pdf
Designing Seamless Integration between Campus BGP EVPN and External Domains - BRKENS-2050 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKENS-2050.pdf
Differentiating B2B Services and Transport with QoE and Proactive Service Assurance - BRKSPG-2643 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSPG-2643.pdf
Don't Just Connect, Grow Your IoT Business with Cisco IoT Cellular Connectivity Management - BRKSPG-1002 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSPG-1002.pdf
Do’s and Don’ts in Network Test Automation - BRKOPS-2312 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKOPS-2312.pdf
Do You Know Where Your Data Is? A deep dive on Cisco Umbrella CASB and DLP and how to protect your locations, data and users - BRKSEC-2143 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSEC-2143.pdf
Earning Your CCNP Enterprise Certification: What You Need to  Know - BRKCRT-2008 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKCRT-2008.pdf
Efficacy 101: How to Detect, Protect, and Remediate against Email-based Threats - BRKSEC-2245 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSEC-2245.pdf
Elevating Data Center Security: A Keynote on Transforming Cisco's Security Landscape - BRKCOC-2671 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKCOC-2671.pdf
Empower an extensible ecosystem with Cisco Observability Platform - BRKAPP-2326 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKAPP-2326.pdf
Empowering Agents and Supervisors for Customer Service Excellence - BRKCCT-1008 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKCCT-1008.pdf
Empowering Your Network with SD-WAN OMP: Path Optimization and Policy Insights Use Cases - BRKENT-3115 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKENT-3115.pdf
Enable your Contact Center with Intelligent Data - BRKCCT-1656 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKCCT-1656.pdf
Enabling Intelligent Workplaces for Hybrid Working - BRKCOL-2265 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKCOL-2265.pdf
Enabling Site Survivability for Webex Calling - BRKCOL-2993 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKCOL-2993.pdf
End-to-End QoS Implementation and Operation with Cisco Nexus Switches - BRKDCN-3953 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKDCN-3953.pdf
Enhancing IP Traffic Flow Visibility to Support Sustainability in Communication Service Providers’ Networks - BRKSPG-2583 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSPG-2583.pdf
Enterprise Full-Stack Observability at Scale: Multi Domain Operational Visibility - BRKMER-2009 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKMER-2009.pdf
Evaluating and Improving Defenses With MITRE ATT&CK - BRKSEC-2227 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSEC-2227.pdf
Everything that you need to be aware of Licensing for Cisco Catalyst Center - BRKOPS-2375 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKOPS-2375.pdf
Evolution of the Transport Network Architecture for 5G and Beyond - BRKSPG-2133 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSPG-2133.pdf
EVPN Deep Dive with IOS-XR Configuration Examples for Service Provider Metro and Data Center - BRKMPL-2253 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKMPL-2253.pdf
EVPN Troubleshooting and Debugging - BRKSPG-2473 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKSPG-2473.pdf
Expressway Security and Hardening Recommendations for Hybrid Work Scenarios - BRKCOL-3301 | https://www.ciscolive.com/c/dam/r/ciscolive/emea/docs/2024/pdf/BRKCOL-3301.pdf
